종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"0054V0","엔에이치스팩32호","15300","0","-15300","30762582","0","-30762582"
"145720","덴티움","882","6","-876","31825150","227350","-31597800"
"460930","현대힘스","8271","7427","-844","128912905","97143950","-31768955"
"264450","유비쿼스","3701","0","-3701","32826000","0","-32826000"
"463020","뉴엔AI","3191","0","-3191","33505500","0","-33505500"
"464490","쿼드메디슨","6732","55","-6677","34927220","276215","-34651005"
"214150","클래시스","12907","11786","-1121","543313550","508551900","-34761650"
"045100","한양이엔지","1344","0","-1344","35553950","0","-35553950"
"0041L0","하나35호스팩","18000","0","-18000","35984838","0","-35984838"
"487360","신한제14호스팩","18500","31","-18469","37191192","62310","-37128882"
"002310","아세아제지","5812","546","-5266","41296035","3812540","-37483495"
"278280","천보","1367","236","-1131","45357325","7820650","-37536675"
"004800","효성","298","24","-274","41290300","3519700","-37770600"
"003350","한국화장품제조","5308","0","-5308","38415340","0","-38415340"
"0096D0","미래에셋비전스팩9호","20000","539","-19461","39558852","1067220","-38491632"
"101240","씨큐브","12469","0","-12469","38965625","0","-38965625"
"282330","BGF리테일","501","179","-322","61985300","22347100","-39638200"
"486990","노타","4228","2604","-1624","91802490","51739850","-40062640"
"051600","한전KPS","1963","954","-1009","84151100","43644600","-40506500"
"377190","디앤디플랫폼리츠","20022","0","-20022","40634434","0","-40634434"
"004000","롯데정밀화학","1301","384","-917","58122700","17045850","-41076850"
"322310","오로스테크놀로지","3141","0","-3141","41695890","0","-41695890"
"049070","인탑스","2356","0","-2356","41816410","0","-41816410"
"036710","심텍홀딩스","14400","0","-14400","42000534","0","-42000534"
"032500","케이엠더블유","3781","1091","-2690","58651220","15895360","-42755860"
"217590","티엠씨","4150","117","-4033","44120890","1280230","-42840660"
"496070","신한제16호스팩","22522","668","-21854","44958357","1327316","-43631041"
"124500","아이티센글로벌","2694","201","-2493","48348470","3935580","-44412890"
"064850","에프앤가이드","14381","10200","-4181","231402745","185774600","-45628145"
"294870","IPARK현대산업개발","3368","1302","-2066","70615460","24974450","-45641010"
"006280","녹십자","490","108","-382","58596200","12813200","-45783000"
"0037T0","KB제32호스팩","24891","877","-24014","49587808","1740845","-47846963"
"064260","다날","10000","0","-10000","48228075","0","-48228075"
"389030","지니너스","25000","0","-25000","49344717","0","-49344717"
"0001A0","덕양에너젠","7054","93","-6961","50126905","653270","-49473635"
"240550","동방메디컬","15133","5990","-9143","78330690","28732730","-49597960"
"069260","TKG휴켐스","3998","634","-3364","59037900","9297740","-49740160"
"452260","한화갤러리아","28113","0","-28113","50124288","0","-50124288"
"469900","하나31호스팩","60000","35738","-24262","124501175","74114685","-50386490"
"298020","효성티앤씨","1940","1766","-174","566178000","514766250","-51411750"
"185750","종근당","918","148","-770","61507450","9929800","-51577650"
"012340","뉴인텍","63402","0","-63402","52775494","0","-52775494"
"473980","노머스","5820","87","-5733","54764070","828980","-53935090"
"015230","대창단조","10108","0","-10108","57410960","0","-57410960"
"310210","보로노이","1540","917","-623","173781500","115890400","-57891100"
"246960","SCL사이언스","40663","400","-40263","59757597","576003","-59181594"
"004960","한신공영","6663","0","-6663","59188240","0","-59188240"
"0007C0","아크릴","4694","0","-4694","62555280","0","-62555280"
"000670","영풍","2009","172","-1837","68703800","5650900","-63052900"
"100840","SNT에너지","3169","143","-3026","69046950","3434300","-65612650"
"488280","에스투더블유","7763","0","-7763","65969850","0","-65969850"
"001720","신영증권","543","11","-532","69264600","1486100","-67778500"
"459550","알트","44487","0","-44487","68031889","0","-68031889"
"475430","키스트론","19111","0","-19111","68108405","0","-68108405"
"011930","신성이엔지","4509","13","-4496","68583250","177760","-68405490"
"0017J0","세미티에스","30000","0","-30000","69115250","0","-69115250"
"376270","HEM파마","2000","0","-2000","73577800","0","-73577800"
"009900","명신산업","12514","35","-12479","73826020","223950","-73602070"
"265740","엔에프씨","14824","0","-14824","74245340","0","-74245340"
"472230","에스케이증권제11호스팩","50000","14260","-35740","104000000","29594135","-74405865"
"081660","미스토홀딩스","3013","1236","-1777","133693750","55092500","-78601250"
"005387","현대차2우B","1154","786","-368","221689000","141956400","-79732600"
"456070","이엔셀","14082","0","-14082","79968795","0","-79968795"
"085810","알티캐스트","49921","0","-49921","81520993","0","-81520993"
"088350","한화생명","24972","7392","-17580","113278484","31732120","-81546364"
"018670","SK가스","469","97","-372","103906000","22169500","-81736500"
"002170","SYTS","1601","0","-1601","86479700","0","-86479700"
"439260","대한조선","2733","917","-1816","134298450","45092775","-89205675"
"000155","두산우","231","0","-231","94772500","0","-94772500"
"090435","아모레퍼시픽우","2250","0","-2250","95501750","0","-95501750"
"499790","GS피앤엘","7892","5665","-2227","300361550","203493750","-96867800"
"195940","HK이노엔","3143","520","-2623","117468100","20521850","-96946250"
"493790","유안타제17호스팩","50000","0","-50000","100500000","0","-100500000"
"054210","이랜텍","16094","0","-16094","104669130","0","-104669130"
"443060","HD현대마린솔루션","4012","3643","-369","771079300","660416900","-110662400"
"437730","삼현","3702","193","-3509","118069800","6329950","-111739850"
"285130","SK케미칼","3203","205","-2998","125520850","7793100","-117727750"
"450080","에코프로머티","4570","754","-3816","141758850","23694275","-118064575"
"107640","한중엔시에스","4435","199","-4236","126074550","5841800","-120232750"
"007340","DN오토모티브","18045","14465","-3580","666051625","540931800","-125119825"
"475960","토모큐브","5165","1186","-3979","161509050","34297750","-127211300"
"005070","코스모신소재","3910","21","-3889","128581000","661750","-127919250"
"147760","피엠티","43552","0","-43552","130769877","0","-130769877"
"149950","아바텍","16966","0","-16966","131304470","0","-131304470"
"017800","현대엘리베이터","2447","530","-1917","168339600","35820500","-132519100"
"192080","더블유게임즈","2404","195","-2209","146946500","11688700","-135257800"
"456160","지투지바이오","5556","420","-5136","147925225","11901800","-136023425"
"458870","씨어스","22094","15938","-6156","554360100","417259950","-137100150"
"393890","더블유씨피","23073","0","-23073","138244940","0","-138244940"
"052900","KX하이텍","151251","906","-150345","139424692","850311","-138574381"
"465770","STX그린로지스","48946","1264","-47682","148425160","4643880","-143781280"
"052710","아모텍","12165","0","-12165","144671880","0","-144671880"
"474660","신한제12호스팩","85000","13333","-71667","174857885","27399315","-147458570"
"020000","한섬","7665","38","-7627","152794710","754190","-152040520"
"478440","미래에셋비전스팩6호","75000","0","-75000","152342507","0","-152342507"
"153890","져스텍","27678","0","-27678","156834910","0","-156834910"
"403870","HPSP","24486","20429","-4057","849672175","691141000","-158531175"
"014680","한솔케미칼","3050","2358","-692","611864400","451965800","-159898600"
"090360","로보스타","2541","0","-2541","161747400","0","-161747400"
"053690","한미글로벌","15331","3675","-11656","239138680","65208510","-173930170"
"311320","지오엘리먼트","33143","5000","-28143","204630310","30693200","-173937110"
"060280","큐렉소","21307","0","-21307","178288270","0","-178288270"
"044490","태웅","8119","566","-7553","193230950","14840400","-178390550"
"489790","한화비전","7245","1818","-5427","240398300","60815600","-179582700"
"104830","원익머트리얼즈","5729","74","-5655","184777825","2221025","-182556800"
"006800","미래에셋증권","75661","72699","-2962","2522054075","2337729075","-184325000"
"213420","덕산네오룩스","7925","479","-7446","200540100","14680850","-185859250"
"241560","두산밥캣","13455","10061","-3394","818759750","632658050","-186101700"
"473050","유안타제15호스팩","90000","0","-90000","187200000","0","-187200000"
"417310","코람코더원리츠","34060","16019","-18041","367412790","173166980","-194245810"
"474490","유안타제16호스팩","95000","0","-95000","194826165","0","-194826165"
"043260","성호전자","12312","867","-11445","207695305","11541310","-196153995"
"0009K0","에임드바이오","13859","4371","-9488","291936620","95623105","-196313515"
"281740","레이크머티리얼즈","20083","2180","-17903","223900760","25532010","-198368750"
"365270","큐라클","29000","0","-29000","203145490","0","-203145490"
"098070","한텍","15273","5559","-9714","348599575","144588625","-204010950"
"323280","태성","13329","6111","-7218","394514650","184719150","-209795500"
"475830","오름테라퓨틱","8494","2721","-5773","344305650","128975300","-215330350"
"091440","한울소재과학","80054","0","-80054","215955685","0","-215955685"
"077500","유니퀘스트","51252","0","-51252","217090610","0","-217090610"
"295310","에이치브이엠","5842","313","-5529","230367825","12729000","-217638825"
"056080","유진로봇","20064","249","-19815","223745660","2873460","-220872200"
"125020","티씨머티리얼즈","59700","5754","-53946","247080195","25372207","-221707988"
"010130","고려아연","577","313","-264","535296000","312820000","-222476000"
"003690","코리안리","42826","27907","-14919","599245660","376681050","-222564610"
"091580","상신이디피","20302","1250","-19052","243302530","14520100","-228782430"
"047050","포스코인터내셔널","11968","7297","-4671","596191000","360236100","-235954900"
"192400","쿠쿠홀딩스","9397","23","-9374","241061550","593000","-240468550"
"036620","감성코퍼레이션","71005","10802","-60203","290956870","42480805","-248476065"
"195870","해성디에스","46305","38479","-7826","2016036350","1767252300","-248784050"
"477850","마키나락스","27998","15851","-12147","689841950","431865250","-257976700"
"004710","한솔테크닉스","43117","2792","-40325","278518270","19402060","-259116210"
"051360","토비스","171768","144313","-27455","1547487235","1285039520","-262447715"
"099430","바이오플러스","74046","0","-74046","263117965","0","-263117965"
"011170","롯데케미칼","5040","557","-4483","295649800","31289500","-264360300"
"279570","케이뱅크","48689","285","-48404","272010565","1636810","-270373755"
"090460","비에이치","25385","5037","-20348","353207180","81354185","-271852995"
"005490","POSCO홀딩스","3727","2702","-1025","1109135250","829514750","-279620500"
"010170","대한광통신","103145","81898","-21247","928979600","642567010","-286412590"
"204320","HL만도","9713","3395","-6318","432068200","144202975","-287865225"
"950160","코오롱티슈진","21975","2559","-19416","341268720","41589620","-299679100"
"071055","한국금융지주우","2309","115","-2194","321625400","16330200","-305295200"
"039200","오스코텍","12665","1742","-10923","364113950","55734400","-308379550"
"415640","KB발해인프라","40143","11270","-28873","432237840","119289455","-312948385"
"080580","오킨스전자","38925","6194","-32731","373813500","52838590","-320974910"
"028050","삼성E&A","46180","36509","-9671","2007024025","1685954800","-321069225"
"388720","유일로보틱스","7852","2291","-5561","464658600","142513200","-322145400"
"476830","알지노믹스","20695","6882","-13813","487149900","153243450","-333906450"
"028300","HLB","19214","7754","-11460","576116550","241661375","-334455175"
"00088K","한화3우B","10486","0","-10486","340131300","0","-340131300"
"338840","와이바이오로직스","47350","0","-47350","356343150","0","-356343150"
"332570","PS일렉트로닉스","52621","0","-52621","374818730","0","-374818730"
"000250","삼천당제약","4491","1521","-2970","597472700","213743400","-383729300"
"039030","이오테크닉스","4593","2985","-1608","1225359000","835094500","-390264500"
"031980","피에스케이홀딩스","36741","35943","-798","3426979800","3035603250","-391376550"
"417840","저스템","59934","13080","-46854","508200325","115411020","-392789305"
"020150","롯데에너지머티리얼즈","14709","1256","-13453","432404700","30341050","-402063650"
"005850","에스엘","12256","4028","-8228","622663800","208685650","-413978150"
"011790","SKC","12593","7373","-5220","953251850","535416050","-417835800"
"041510","에스엠","11904","5770","-6134","851675350","424081200","-427594150"
"219130","타이거일렉","7365","0","-7365","441383900","0","-441383900"
"317400","자이에스앤디","145771","87166","-58605","993468315","531630340","-461837975"
"090710","휴림로봇","74836","769","-74067","480047495","4998500","-475048995"
"086790","하나금융지주","34121","30713","-3408","4302547650","3820367850","-482179800"
"003545","대신증권우","26171","0","-26171","494876900","0","-494876900"
"178320","서진시스템","45458","27905","-17553","1595001925","1092260175","-502741750"
"003550","LG","9502","4025","-5477","883673650","380126150","-503547500"
"180640","한진칼","7128","2242","-4886","753613400","247630400","-505983000"
"126340","비나텍","11025","796","-10229","546864200","38965150","-507899050"
"259960","크래프톤","7649","5575","-2074","1886671500","1375901250","-510770250"
"319400","현대무벡스","81430","58168","-23262","1829983245","1295845775","-534137470"
"030530","원익홀딩스","34675","1217","-33458","568673690","18728785","-549944905"
"175330","JB금융지주","48264","26131","-22133","1306231325","744277025","-561954300"
"097950","CJ제일제당","3959","985","-2974","755416300","188173000","-567243300"
"036570","NC","4097","1482","-2615","900994000","333535000","-567459000"
"00680K","미래에셋증권2우B","56098","2356","-53742","628463190","27782180","-600681010"
"187870","디바이스","69348","6555","-62793","668715735","59598000","-609117735"
"000720","현대건설","17434","9735","-7699","1524611850","883763000","-640848850"
"032820","우리기술","81051","5927","-75124","717625930","59264770","-658361160"
"047040","대우건설","59840","10328","-49512","799963635","138256105","-661707530"
"002020","코오롱","29056","0","-29056","667802400","0","-667802400"
"159010","아스플로","68904","11100","-57804","806866240","131394040","-675472200"
"272110","케이엔제이","35786","2198","-33588","726886130","47101210","-679784920"
"114810","한솔아이원스","91508","1323","-90185","711556520","9770090","-701786430"
"086390","유니테스트","91592","246","-91346","715179200","2048010","-713131190"
"034220","LG디스플레이","151297","82738","-68559","1452261135","735698330","-716562805"
"211050","인카금융서비스","78340","2004","-76336","746680770","18705365","-727975405"
"456040","OCI","13430","1244","-12186","840868150","85382400","-755485750"
"387690","레메디","102716","10000","-92716","831923900","76383900","-755540000"
"267250","HD현대","8567","4957","-3610","1823847700","1036461500","-787386200"
"077970","STX엔진","36053","139","-35914","835962820","3097200","-832865620"
"036810","에프에스티","43438","0","-43438","870712440","0","-870712440"
"357780","솔브레인","4035","693","-3342","1075570500","179403500","-896167000"
"099190","아이센스","59274","4798","-54476","998364800","86472730","-911892070"
"376900","로킷헬스케어","22128","0","-22128","914497325","0","-914497325"
"034020","두산에너빌리티","63270","48350","-14920","4099694150","3148186100","-951508050"
"356860","티엘비","47733","6461","-41272","1179358950","153690050","-1025668900"
"009420","한올바이오파마","28022","3919","-24103","1214214075","173940525","-1040273550"
"039830","오로라","62587","8668","-53919","1210000860","169332920","-1040667940"
"089970","브이엠","95913","76539","-19374","6064831100","4765206900","-1299624200"
"012330","현대모비스","14448","11261","-3187","6404756500","5089447500","-1315309000"
"352820","하이브","73898","56428","-17470","13313478300","11977919900","-1335558400"
"000880","한화","45576","32133","-13443","4086006300","2730481500","-1355524800"
"082740","한화엔진","62031","28469","-33562","2753892575","1260958525","-1492934050"
"383220","F&F","37156","17207","-19949","2872171100","1352892150","-1519278950"
"033160","엠케이전자","160262","25809","-134453","1922294345","368807225","-1553487120"
"226950","올릭스","36654","17646","-19008","3426737750","1847604150","-1579133600"
"039490","키움증권","10769","4790","-5979","2919797000","1304160750","-1615636250"
"138040","메리츠금융지주","49914","34266","-15648","5933854600","4271253900","-1662600700"
"336260","두산퓨얼셀","99922","38492","-61430","2857280345","1051444940","-1805835405"
"281820","케이씨텍","36331","9080","-27251","2384330450","526966550","-1857363900"
"074600","원익QnC","120845","22290","-98555","2585584275","576584450","-2008999825"
"373220","LG에너지솔루션","12940","6475","-6465","4012610250","2002219000","-2010391250"
"237690","에스티팜","32652","9867","-22785","3065704950","968628400","-2097076550"
"322000","HD현대에너지솔루션","36154","16866","-19288","4286740550","2132200500","-2154540050"
"009150","삼성전기","31716","30159","-1557","35378308500","33114557000","-2263751500"
"005830","DB손해보험","18044","3297","-14747","2895826200","544307000","-2351519200"
"001450","현대해상","116390","51894","-64496","4429545750","2062099800","-2367445950"
"064290","인텍플러스","154094","60978","-93116","4071878275","1571817325","-2500060950"
"001040","CJ","21414","1755","-19659","2756776950","222713600","-2534063350"
"089860","롯데렌탈","74735","692","-74043","2782852550","26810500","-2756042050"
"144960","뉴파워프라즈마","428460","51878","-376582","3356244600","538229565","-2818015035"
"017960","한국카본","151372","2661","-148711","3084960420","56726215","-3028234205"
"440110","파두","69214","15726","-53488","3869097775","827209450","-3041888325"
"007660","이수페타시스","61801","20175","-41626","4547869600","1490992850","-3056876750"
"005090","SGC에너지","90638","15323","-75315","3741268025","640099850","-3101168175"
"010120","LS ELECTRIC","36642","17440","-19202","6230732700","3103699350","-3127033350"
"028260","삼성물산","17650","7048","-10602","5339582750","2081129000","-3258453750"
"278470","에이피알","16375","6243","-10132","5516845250","2115041250","-3401804000"
"033780","KT&G","33769","15117","-18652","6216509150","2780731700","-3435777450"
"347850","디앤디파마텍","89919","20161","-69758","4691821125","1144392800","-3547428325"
"290650","엘앤씨바이오","72906","3700","-69206","3771126550","202289000","-3568837550"
"001820","삼화콘덴서","67297","11538","-55759","4505455900","868871350","-3636584550"
"047810","한국항공우주","35769","6145","-29624","4722941750","834156600","-3888785150"
"131970","두산테스나","98389","33297","-65092","5833264600","1918460100","-3914804500"
"032830","삼성생명","17978","3548","-14430","5031240750","986605750","-4044635000"
"010950","S-Oil","47841","16483","-31358","6252737700","2170864450","-4081873250"
"298040","효성중공업","4445","2247","-2198","9612754000","5242946000","-4369808000"
"034730","SK","55061","49358","-5703","29909446000","25406241000","-4503205000"
"093370","후성","637192","1134","-636058","4630142930","9608490","-4620534440"
"170920","엘티씨","149289","3903","-145386","4850742250","122138625","-4728603625"
"006360","GS건설","211521","22050","-189471","5562810250","511664500","-5051145750"
"016360","삼성증권","71407","8468","-62939","6138482750","781859300","-5356623450"
"012450","한화에어로스페이스","15218","9357","-5861","13496021500","7931568000","-5564453500"
"160980","싸이맥스","248129","14979","-233150","5975949600","366879475","-5609070125"
"067310","하나마이크론","223585","34629","-188956","6731451600","1117396100","-5614055500"
"096770","SK이노베이션","78572","30154","-48418","9176678900","3464965200","-5711713700"
"080220","제주반도체","102687","12495","-90192","6789449950","868951450","-5920498500"
"071050","한국금융지주","50091","17474","-32617","9703201550","3399699700","-6303501850"
"420770","기가비스","71799","2602","-69197","6598217100","282599400","-6315617700"
"100090","SK오션플랜트","529192","37136","-492056","7148862200","534669205","-6614192995"
"011070","LG이노텍","36040","26222","-9818","18862332500","12238224000","-6624108500"
"222800","심텍","128112","38603","-89509","9634655550","2994481200","-6640174350"
"010060","OCI홀딩스","94353","58017","-36336","18211145250","11154336000","-7056809250"
"240810","원익IPS","132955","41461","-91494","11375549550","3862061850","-7513487700"
"267260","HD현대일렉트릭","23277","12562","-10715","15378546000","7707544500","-7671001500"
"000500","가온전선","57237","5097","-52140","8688441000","712070500","-7976370500"
"329180","HD현대중공업","38355","17331","-21024","17283806000","7948932500","-9334873500"
"095610","테스","138762","42448","-96314","16570316550","5210113800","-11360202750"
"131290","티에스이","74344","8441","-65903","13411104100","1479989750","-11931114350"
"017670","SK텔레콤","426507","263675","-162832","38047527200","24708080850","-13339446350"
"006400","삼성SDI","41677","5617","-36060","15996930500","2188082250","-13808848250"
"035420","NAVER","289601","202178","-87423","60914052350","45369208350","-15544844000"
"062040","산일전기","129326","14202","-115124","18434112800","2064589800","-16369523000"
"319660","피에스케이","188655","50104","-138551","22920627600","6144996550","-16775631050"
"119850","지엔씨에너지","663567","107244","-556323","21611177500","3421723075","-18189454425"
"353200","대덕전자","435434","10177","-425257","37772779250","855189400","-36917589850"
"402340","SK스퀘어","69232","27156","-42076","67433646000","25625670000","-41807976000"
"475150","SK이터닉스","1045109","100330","-944779","54747972600","4998810000","-49749162600"
"005935","삼성전자우","1001521","509631","-491890","162562033400","81209058950","-81352974450"
